timestamp,symbol,status,filled_quantity,avg_fill_price,broker_order_id
2025-07-25 22:10:43.471563,NIFTY,FILLED,1,18959.433263999104,PAPER_ORDER
2025-07-25 22:10:43.471647,NIFTY,FILLED,1,18948.139364031096,PAPER_ORDER
2025-07-25 22:10:43.471709,NIFTY,FILLED,1,18969.673373859336,PAPER_ORDER
2025-07-25 22:10:43.471764,NIFTY,FILLED,1,18963.254910297826,PAPER_ORDER
